ip,method,url,status,size
192.168.1.22,GET,/login,200,873
192.168.1.75,PUT,/home,200,1889
192.168.1.25,GET,/cart,500,498
192.168.1.119,PUT,/products,200,203
192.168.1.65,POST,/home,200,4241
192.168.1.245,GET,/home,200,1608
192.168.1.136,PUT,/login,500,3585
192.168.1.64,GET,/login,200,2170
192.168.1.250,GET,/cart,500,386
192.168.1.86,GET,/cart,404,4895
192.168.1.175,POST,/cart,500,4450
192.168.1.123,GET,/home,200,3629
192.168.1.107,PUT,/cart,200,4155
192.168.1.178,POST,/cart,404,2175
192.168.1.54,PUT,/products,500,3280
192.168.1.213,POST,/home,200,352
192.168.1.203,PUT,/products,200,1739
192.168.1.51,GET,/cart,404,779
192.168.1.145,POST,/login,500,2387
192.168.1.100,GET,/products,200,4403
192.168.1.54,PUT,/home,200,788
192.168.1.193,GET,/login,200,1085
192.168.1.5,POST,/products,500,802
192.168.1.250,PUT,/login,500,2890
192.168.1.102,GET,/login,200,3510
192.168.1.185,PUT,/home,200,1052
192.168.1.36,POST,/home,200,2751
192.168.1.76,PUT,/products,200,3466
192.168.1.212,GET,/cart,404,1590
192.168.1.77,POST,/login,200,581
192.168.1.209,PUT,/cart,200,2230
192.168.1.46,GET,/products,200,3919
192.168.1.18,PUT,/products,200,1092
192.168.1.117,PUT,/products,200,1274
192.168.1.48,GET,/products,200,1174
192.168.1.89,POST,/login,500,4979
192.168.1.249,POST,/products,200,4569
192.168.1.1,PUT,/cart,200,3810
192.168.1.105,GET,/products,200,2934
192.168.1.76,POST,/login,200,1906
192.168.1.54,GET,/cart,500,3915
192.168.1.251,POST,/products,200,2861
192.168.1.48,GET,/login,404,4275
192.168.1.152,GET,/home,200,487
192.168.1.194,PUT,/login,404,727
192.168.1.60,PUT,/products,200,2818
192.168.1.11,PUT,/products,200,234
192.168.1.127,POST,/login,200,3653
192.168.1.116,POST,/home,200,2832
192.168.1.63,PUT,/login,200,3391
192.168.1.34,POST,/products,200,4570
192.168.1.10,POST,/products,200,4812
192.168.1.172,PUT,/login,200,4893
192.168.1.237,GET,/login,500,2861
192.168.1.79,PUT,/cart,200,2383
192.168.1.10,POST,/login,500,4913
192.168.1.186,GET,/cart,200,1717
192.168.1.210,POST,/login,200,3846
192.168.1.155,PUT,/products,200,3827
192.168.1.95,POST,/login,200,3254
192.168.1.180,GET,/products,500,2620
192.168.1.254,GET,/login,200,3965
192.168.1.39,GET,/cart,500,1561
192.168.1.130,POST,/products,500,894
192.168.1.78,PUT,/login,200,3668
192.168.1.216,GET,/products,200,1021
192.168.1.49,GET,/products,200,3607
192.168.1.191,PUT,/products,200,2430
192.168.1.145,POST,/products,200,411
192.168.1.41,PUT,/products,200,1381
192.168.1.119,PUT,/login,404,785
192.168.1.190,PUT,/products,200,2533
192.168.1.64,GET,/products,200,2847
192.168.1.171,GET,/cart,200,314
192.168.1.8,PUT,/home,200,2900
192.168.1.189,POST,/cart,404,2956
192.168.1.1,GET,/products,500,2301
192.168.1.180,PUT,/login,404,3292
192.168.1.97,GET,/cart,200,2352
192.168.1.102,GET,/login,404,4842
192.168.1.29,GET,/cart,200,3634
192.168.1.103,POST,/login,500,3295
192.168.1.183,GET,/home,200,4438
192.168.1.150,PUT,/cart,404,1077
192.168.1.182,PUT,/products,200,4105
192.168.1.54,POST,/cart,404,2578
192.168.1.140,PUT,/cart,200,1264
192.168.1.111,GET,/cart,200,581
192.168.1.106,POST,/home,200,931
192.168.1.173,PUT,/products,200,2475
192.168.1.23,POST,/login,404,2450
192.168.1.42,POST,/cart,500,4913
192.168.1.222,PUT,/home,200,2242
192.168.1.115,PUT,/home,200,2002
192.168.1.88,POST,/cart,200,2328
192.168.1.49,GET,/home,200,2261
192.168.1.100,GET,/login,500,2177
192.168.1.1,POST,/home,404,3267
192.168.1.182,PUT,/products,200,1838
192.168.1.132,GET,/cart,404,3606
192.168.1.26,GET,/home,500,3278
192.168.1.157,GET,/cart,200,3501
192.168.1.232,GET,/products,404,4177
192.168.1.244,GET,/login,500,4676
192.168.1.2,GET,/products,500,2420
192.168.1.117,PUT,/products,200,4699
192.168.1.87,GET,/cart,200,732
192.168.1.79,PUT,/login,500,2575
192.168.1.64,GET,/home,404,1106
192.168.1.97,POST,/cart,200,1690
192.168.1.200,POST,/products,200,2889
192.168.1.69,GET,/login,200,1789
192.168.1.223,POST,/home,200,3402
192.168.1.208,GET,/home,500,3405
192.168.1.250,PUT,/products,500,4168
192.168.1.124,GET,/home,500,2100
192.168.1.87,POST,/products,200,3906
192.168.1.212,POST,/home,200,3977
192.168.1.16,GET,/home,200,2655
192.168.1.144,PUT,/home,200,4596
192.168.1.160,POST,/login,404,4619
192.168.1.187,GET,/cart,500,3980
192.168.1.204,POST,/home,500,269
192.168.1.90,POST,/products,200,4741
192.168.1.75,POST,/home,500,1455
192.168.1.154,PUT,/products,200,2900
192.168.1.5,POST,/products,200,3482
192.168.1.76,PUT,/products,200,1455
192.168.1.109,PUT,/home,500,898
192.168.1.75,GET,/login,200,2958
192.168.1.107,PUT,/login,404,284
192.168.1.230,PUT,/home,200,4913
192.168.1.61,PUT,/cart,200,4582
192.168.1.217,POST,/home,500,1596
192.168.1.168,GET,/products,200,1448
192.168.1.214,POST,/products,404,3759
192.168.1.22,GET,/products,500,3653
192.168.1.64,PUT,/products,200,4948
192.168.1.22,GET,/login,500,1260
192.168.1.229,GET,/cart,200,1578
192.168.1.69,PUT,/login,200,1882
192.168.1.164,PUT,/cart,200,1113
192.168.1.86,GET,/home,200,4044
192.168.1.190,POST,/products,200,2035
192.168.1.159,PUT,/cart,500,3020
192.168.1.77,POST,/cart,500,1040
192.168.1.7,PUT,/products,200,846
192.168.1.42,POST,/cart,200,2931
192.168.1.203,GET,/home,404,688
192.168.1.166,GET,/login,200,4648
192.168.1.9,POST,/home,200,2974
192.168.1.128,POST,/home,404,1354
192.168.1.185,GET,/products,500,439
192.168.1.8,PUT,/products,500,1957
192.168.1.58,PUT,/login,200,2650
192.168.1.117,POST,/products,404,2999
192.168.1.177,GET,/products,500,1561
192.168.1.41,POST,/home,200,2784
192.168.1.197,POST,/login,200,1833
192.168.1.216,GET,/products,200,4384
192.168.1.212,GET,/home,200,1817
192.168.1.161,GET,/login,200,3352
192.168.1.12,POST,/cart,200,4278
192.168.1.54,PUT,/cart,200,4653
192.168.1.243,PUT,/products,200,2198
192.168.1.104,POST,/login,200,3836
192.168.1.6,PUT,/cart,200,3271
192.168.1.117,POST,/login,200,634
192.168.1.62,GET,/home,404,3394
192.168.1.248,GET,/home,200,1637
192.168.1.212,POST,/home,500,1881
192.168.1.18,POST,/login,500,3164
192.168.1.169,POST,/login,200,590
192.168.1.183,POST,/products,200,1013
192.168.1.200,PUT,/login,500,4150
192.168.1.215,POST,/home,200,1432
192.168.1.92,PUT,/home,200,4130
192.168.1.13,PUT,/products,200,1184
192.168.1.223,POST,/products,500,874
192.168.1.80,GET,/cart,200,3101
192.168.1.209,GET,/cart,200,4040
192.168.1.217,GET,/home,200,1137
192.168.1.122,POST,/products,200,1938
192.168.1.42,GET,/home,200,1803
192.168.1.64,POST,/home,200,2714
192.168.1.122,PUT,/home,200,2605
192.168.1.27,POST,/products,404,4096
192.168.1.193,GET,/cart,200,2721
192.168.1.11,PUT,/login,200,768
192.168.1.6,GET,/login,200,2578
192.168.1.246,PUT,/cart,200,3638
192.168.1.2,GET,/home,500,3437
192.168.1.14,POST,/products,500,3845
192.168.1.62,POST,/login,200,4113
192.168.1.158,GET,/login,200,4011
192.168.1.175,POST,/cart,200,1493
192.168.1.147,GET,/home,200,3484
192.168.1.89,GET,/cart,200,1388
192.168.1.213,POST,/cart,200,4048
192.168.1.14,PUT,/cart,200,4786
192.168.1.192,GET,/products,404,1413
192.168.1.205,POST,/cart,404,1206
192.168.1.71,GET,/home,500,1578
192.168.1.127,PUT,/cart,500,588
192.168.1.136,PUT,/products,200,1080
192.168.1.188,GET,/products,200,3023
192.168.1.177,POST,/home,200,3374
192.168.1.115,POST,/cart,500,1728
192.168.1.190,GET,/products,500,3522
192.168.1.103,PUT,/login,500,566
192.168.1.114,PUT,/home,200,4404
192.168.1.42,GET,/products,500,4975
192.168.1.90,GET,/home,200,3740
192.168.1.193,GET,/cart,200,3287
192.168.1.196,PUT,/home,404,1883
192.168.1.5,POST,/login,200,1423
192.168.1.76,PUT,/login,200,2688
192.168.1.213,PUT,/products,200,2094
192.168.1.71,PUT,/home,200,2284
192.168.1.156,GET,/login,500,4482
192.168.1.239,GET,/home,404,3947
192.168.1.110,PUT,/home,404,4088
192.168.1.165,PUT,/login,200,4270
192.168.1.58,GET,/cart,500,2391
192.168.1.180,GET,/cart,404,556
192.168.1.118,GET,/login,200,3693
192.168.1.232,PUT,/products,500,358
192.168.1.66,PUT,/home,200,239
192.168.1.83,POST,/cart,404,2506
192.168.1.113,POST,/cart,200,4562
192.168.1.206,POST,/login,200,3629
192.168.1.220,GET,/products,404,1030
192.168.1.157,GET,/login,500,2028
192.168.1.166,PUT,/login,200,946
192.168.1.229,GET,/login,200,724
192.168.1.180,POST,/products,200,370
192.168.1.161,GET,/login,200,2033
192.168.1.203,GET,/cart,200,398
192.168.1.83,PUT,/login,200,1555
192.168.1.67,POST,/cart,200,1136
192.168.1.130,GET,/products,200,2841
192.168.1.54,GET,/cart,404,4811
192.168.1.35,GET,/login,404,4752
192.168.1.119,PUT,/login,404,4465
192.168.1.13,PUT,/home,200,4496
192.168.1.63,PUT,/cart,200,3428
192.168.1.38,POST,/home,404,3147
192.168.1.208,GET,/cart,200,2638
192.168.1.179,PUT,/home,200,2371
192.168.1.14,PUT,/products,404,2821
192.168.1.151,PUT,/home,500,632
192.168.1.68,POST,/login,500,633
192.168.1.14,PUT,/home,404,4711
192.168.1.63,PUT,/products,404,3277
192.168.1.56,GET,/cart,500,1004
192.168.1.24,GET,/cart,200,232
192.168.1.45,PUT,/home,200,2623
192.168.1.13,GET,/products,200,4292
192.168.1.101,POST,/home,404,3585
192.168.1.247,POST,/cart,200,2841
192.168.1.33,POST,/cart,500,1684
192.168.1.8,POST,/home,500,4502
192.168.1.212,PUT,/products,200,405
192.168.1.103,GET,/products,500,901
192.168.1.237,GET,/cart,404,4692
192.168.1.130,PUT,/home,404,4258
192.168.1.198,GET,/cart,200,574
192.168.1.136,GET,/products,500,1797
192.168.1.69,POST,/home,200,3416
192.168.1.7,PUT,/products,200,4892
192.168.1.200,GET,/cart,500,1363
192.168.1.66,POST,/products,200,4421
192.168.1.110,GET,/products,200,4612
192.168.1.20,GET,/products,404,1376
192.168.1.45,GET,/products,500,3560
192.168.1.179,PUT,/cart,200,2282
192.168.1.119,PUT,/products,404,3735
192.168.1.199,GET,/cart,200,1877
192.168.1.164,PUT,/home,200,1606
192.168.1.190,POST,/home,200,3392
192.168.1.165,POST,/home,404,446
192.168.1.151,GET,/cart,200,1258
192.168.1.220,POST,/products,200,2718
192.168.1.188,PUT,/login,500,1516
192.168.1.65,PUT,/cart,500,303
192.168.1.201,GET,/products,200,2395
192.168.1.243,GET,/login,404,4309
192.168.1.88,GET,/cart,404,3347
192.168.1.218,PUT,/cart,404,4635
192.168.1.173,POST,/products,200,1068
192.168.1.116,GET,/cart,404,4069
192.168.1.226,GET,/cart,500,2578
192.168.1.65,PUT,/products,200,1609
192.168.1.71,POST,/login,200,325
192.168.1.45,POST,/home,200,798
192.168.1.203,POST,/cart,200,660
192.168.1.35,PUT,/products,200,4663
192.168.1.103,GET,/products,200,4464
192.168.1.51,GET,/products,404,1072
192.168.1.17,POST,/cart,200,2664
192.168.1.205,POST,/home,404,4298
192.168.1.147,GET,/login,200,4741
192.168.1.5,GET,/login,404,1216
192.168.1.150,POST,/home,200,375
192.168.1.171,POST,/home,200,685
192.168.1.33,GET,/products,200,1090
192.168.1.230,GET,/login,200,1159
192.168.1.100,GET,/login,404,3922
192.168.1.122,POST,/login,500,872
192.168.1.133,GET,/products,404,2528
192.168.1.66,PUT,/home,200,2949
192.168.1.105,POST,/products,404,1112
192.168.1.222,POST,/login,200,2083
192.168.1.231,GET,/products,200,1379
192.168.1.53,GET,/products,200,2300
192.168.1.161,POST,/login,200,2071
192.168.1.94,GET,/products,200,4846
192.168.1.93,PUT,/login,200,4990
192.168.1.52,POST,/home,200,2593
192.168.1.179,POST,/products,200,1727
192.168.1.103,GET,/products,200,2598
192.168.1.142,POST,/products,404,1845
192.168.1.18,POST,/products,200,637
192.168.1.248,PUT,/login,404,2971
192.168.1.104,POST,/home,404,880
192.168.1.146,GET,/login,200,4241
192.168.1.32,PUT,/cart,200,1682
192.168.1.191,GET,/login,200,4327
192.168.1.251,PUT,/home,404,3755
192.168.1.155,POST,/cart,200,276
192.168.1.202,POST,/cart,200,4658
192.168.1.143,PUT,/login,404,2698
192.168.1.76,PUT,/cart,404,2206
192.168.1.89,GET,/login,404,3312
192.168.1.22,PUT,/login,404,3210
192.168.1.165,GET,/login,200,764
192.168.1.40,PUT,/products,200,541
192.168.1.101,PUT,/login,200,451
192.168.1.234,POST,/products,200,2059
192.168.1.57,GET,/cart,200,4285
192.168.1.24,GET,/cart,404,4283
192.168.1.5,POST,/login,200,976
192.168.1.107,POST,/login,200,1023
192.168.1.224,PUT,/home,404,3804
192.168.1.164,PUT,/products,500,2724
192.168.1.234,PUT,/products,200,2539
192.168.1.162,POST,/home,500,1409
192.168.1.52,PUT,/cart,200,2704
192.168.1.172,POST,/home,200,2468
192.168.1.174,PUT,/products,200,932
192.168.1.131,GET,/cart,200,3528
192.168.1.244,POST,/cart,200,4894
192.168.1.24,GET,/products,404,1288
192.168.1.23,POST,/products,200,931
192.168.1.89,PUT,/login,200,4589
192.168.1.83,POST,/products,404,3900
192.168.1.45,PUT,/home,200,3671
192.168.1.51,GET,/cart,200,3811
192.168.1.180,POST,/login,200,2568
192.168.1.6,POST,/login,200,4809
192.168.1.177,PUT,/cart,200,4193
192.168.1.183,POST,/products,500,4712
192.168.1.228,POST,/login,500,3999
192.168.1.5,PUT,/home,200,1372
192.168.1.203,GET,/login,404,2502
192.168.1.240,GET,/home,200,1185
192.168.1.181,PUT,/products,404,1877
192.168.1.34,GET,/login,200,1372
192.168.1.86,POST,/login,500,2966
192.168.1.2,POST,/products,404,312
192.168.1.118,PUT,/home,200,520
192.168.1.125,PUT,/products,200,909
192.168.1.202,GET,/home,200,1640
192.168.1.143,PUT,/cart,500,2393
192.168.1.56,GET,/cart,500,4898
192.168.1.116,POST,/products,500,2399
192.168.1.21,PUT,/products,500,554
192.168.1.156,POST,/login,200,413
192.168.1.4,GET,/products,200,4006
192.168.1.192,POST,/products,200,727
192.168.1.223,GET,/login,200,621
192.168.1.152,POST,/login,500,3892
192.168.1.221,PUT,/cart,200,4352
192.168.1.56,POST,/products,500,3196
192.168.1.82,GET,/home,200,1891
192.168.1.73,PUT,/products,404,3416
192.168.1.120,GET,/home,200,1525
192.168.1.25,PUT,/products,404,1623
192.168.1.151,POST,/products,500,2967
192.168.1.175,POST,/home,200,3500
192.168.1.118,GET,/login,200,1044
192.168.1.33,GET,/login,200,3043
192.168.1.157,POST,/cart,404,2940
192.168.1.94,GET,/cart,500,1784
192.168.1.79,GET,/login,404,371
192.168.1.133,POST,/home,200,2520
192.168.1.86,PUT,/home,404,3010
192.168.1.27,POST,/home,200,4820
192.168.1.191,POST,/products,200,480
192.168.1.229,POST,/login,200,958
192.168.1.26,PUT,/cart,200,3656
192.168.1.125,GET,/products,200,1282
192.168.1.73,PUT,/login,500,3778
192.168.1.27,PUT,/login,200,3469
192.168.1.129,GET,/home,200,748
192.168.1.11,GET,/products,500,2415
192.168.1.44,GET,/home,200,219
192.168.1.37,GET,/home,500,3369
192.168.1.198,POST,/cart,200,2666
192.168.1.129,GET,/products,404,3397
192.168.1.245,GET,/products,500,3286
192.168.1.161,PUT,/products,404,4775
192.168.1.22,GET,/cart,500,951
192.168.1.126,GET,/home,404,1141
192.168.1.18,GET,/login,500,677
192.168.1.110,POST,/home,404,2099
192.168.1.68,GET,/home,200,4155
192.168.1.175,GET,/products,500,1181
192.168.1.122,POST,/home,500,4028
192.168.1.169,POST,/login,200,4626
192.168.1.160,PUT,/cart,200,4034
192.168.1.74,POST,/home,200,4214
192.168.1.164,PUT,/products,200,2311
192.168.1.165,PUT,/products,404,2812
192.168.1.62,PUT,/products,200,2293
192.168.1.56,GET,/login,500,4800
192.168.1.99,PUT,/products,500,2278
192.168.1.233,PUT,/cart,500,4335
192.168.1.214,GET,/login,404,2877
192.168.1.104,POST,/home,200,2096
192.168.1.162,PUT,/home,404,3769
192.168.1.84,POST,/login,500,1025
192.168.1.60,POST,/login,404,3170
192.168.1.126,PUT,/home,200,1658
192.168.1.133,GET,/login,200,2717
192.168.1.80,POST,/products,500,3335
192.168.1.214,POST,/products,200,3728
192.168.1.180,GET,/cart,404,4808
192.168.1.173,GET,/products,500,2490
192.168.1.107,GET,/cart,200,2179
192.168.1.205,POST,/products,200,1379
192.168.1.56,PUT,/login,200,2791
192.168.1.16,GET,/products,500,1866
192.168.1.102,PUT,/products,200,3465
192.168.1.143,PUT,/home,200,1555
192.168.1.203,GET,/home,200,659
192.168.1.94,PUT,/products,200,4135
192.168.1.102,GET,/home,500,3664
192.168.1.223,PUT,/login,200,3534
192.168.1.154,PUT,/cart,500,1098
192.168.1.251,GET,/login,200,1612
192.168.1.238,POST,/products,500,676
192.168.1.116,PUT,/cart,200,3679
192.168.1.157,PUT,/login,200,1998
192.168.1.204,POST,/home,500,894
192.168.1.91,PUT,/products,200,2138
192.168.1.78,PUT,/products,500,650
192.168.1.144,GET,/login,404,2675
192.168.1.132,POST,/cart,200,1733
192.168.1.115,GET,/home,200,3510
192.168.1.140,GET,/home,404,1242
192.168.1.15,POST,/home,200,730
192.168.1.240,PUT,/cart,200,537
192.168.1.173,PUT,/login,200,2507
192.168.1.246,PUT,/cart,404,2241
192.168.1.77,PUT,/login,500,4121
192.168.1.184,GET,/home,404,3577
192.168.1.58,PUT,/cart,200,246
192.168.1.237,PUT,/products,200,1684
192.168.1.87,PUT,/cart,200,3387
192.168.1.110,GET,/cart,404,269
192.168.1.173,PUT,/home,500,2163
192.168.1.218,GET,/login,404,4939
192.168.1.7,PUT,/cart,200,4359
192.168.1.199,GET,/home,500,1548
192.168.1.58,PUT,/home,404,4243
192.168.1.19,GET,/home,500,4403
192.168.1.111,PUT,/cart,500,1610
192.168.1.51,GET,/login,200,2095
192.168.1.99,PUT,/cart,200,579
192.168.1.176,POST,/login,200,4888
192.168.1.5,GET,/cart,200,2446
192.168.1.132,PUT,/products,200,2770
192.168.1.39,PUT,/home,200,1344
192.168.1.154,PUT,/login,200,3125
192.168.1.74,GET,/cart,200,421
192.168.1.38,POST,/login,200,1649
192.168.1.174,PUT,/home,200,4741
192.168.1.152,GET,/cart,404,2999
192.168.1.142,GET,/login,500,3812
192.168.1.4,GET,/cart,200,3107
192.168.1.210,GET,/products,200,2074
192.168.1.127,POST,/products,404,2586
192.168.1.161,POST,/login,200,3876
192.168.1.172,PUT,/login,500,3303
192.168.1.100,PUT,/home,200,270
192.168.1.22,GET,/login,200,2088
192.168.1.107,GET,/cart,200,1125
192.168.1.251,POST,/home,404,1501
192.168.1.242,GET,/login,200,1922
192.168.1.8,POST,/products,200,2568
192.168.1.205,POST,/login,200,3323
192.168.1.109,POST,/home,200,810
192.168.1.207,GET,/home,404,3672
192.168.1.15,GET,/products,500,2830
192.168.1.211,POST,/products,200,3399
192.168.1.51,POST,/login,200,3006
192.168.1.201,GET,/home,200,232
192.168.1.221,POST,/home,500,3028
192.168.1.30,GET,/cart,404,1517
192.168.1.116,POST,/home,200,4224
192.168.1.92,POST,/home,500,3097
192.168.1.70,POST,/cart,404,4966
192.168.1.232,GET,/home,200,4522
192.168.1.140,GET,/products,200,3436
192.168.1.103,GET,/login,200,3407
192.168.1.44,PUT,/products,500,1787
192.168.1.12,POST,/login,200,4628
192.168.1.99,GET,/products,200,3838
192.168.1.128,GET,/cart,200,1687
192.168.1.238,GET,/login,200,1072
192.168.1.156,POST,/cart,500,1698
192.168.1.164,PUT,/home,200,4467
192.168.1.210,GET,/home,200,4659
192.168.1.82,POST,/login,404,4980
192.168.1.74,PUT,/products,500,1018
192.168.1.3,POST,/login,200,2554
192.168.1.67,GET,/login,200,4517
192.168.1.115,GET,/login,404,3109
192.168.1.184,POST,/login,200,1807
192.168.1.129,PUT,/home,200,3548
192.168.1.203,POST,/home,404,4358
192.168.1.132,PUT,/cart,200,2627
192.168.1.57,GET,/home,200,4453
192.168.1.190,PUT,/login,200,4981
192.168.1.83,POST,/home,200,3042
192.168.1.73,POST,/products,200,1153
192.168.1.245,GET,/cart,500,3307
192.168.1.54,GET,/cart,200,2132
192.168.1.182,POST,/products,200,330
192.168.1.153,POST,/cart,500,2540
192.168.1.124,POST,/home,404,4515
192.168.1.239,POST,/login,200,262
192.168.1.101,GET,/cart,200,473
192.168.1.159,PUT,/cart,200,4232
192.168.1.158,POST,/products,200,4003
192.168.1.169,PUT,/login,200,3971
192.168.1.3,GET,/products,200,2204
192.168.1.114,GET,/cart,404,4277
192.168.1.180,GET,/products,200,1944
192.168.1.137,PUT,/cart,200,4877
192.168.1.231,POST,/cart,200,2109
192.168.1.101,POST,/login,404,4759
192.168.1.75,GET,/home,500,2522
192.168.1.78,GET,/home,200,4785
192.168.1.30,POST,/products,404,1815
192.168.1.116,POST,/home,404,1195
192.168.1.220,PUT,/products,500,4564
192.168.1.200,GET,/home,200,1079
192.168.1.47,POST,/products,404,4884
192.168.1.228,GET,/home,200,3230
192.168.1.91,GET,/cart,200,3452
192.168.1.188,POST,/home,200,4678
192.168.1.152,PUT,/home,200,955
192.168.1.7,GET,/cart,500,4366
192.168.1.212,POST,/products,200,1378
192.168.1.66,GET,/cart,200,1780
192.168.1.16,GET,/home,500,358
192.168.1.106,POST,/products,500,842
192.168.1.9,PUT,/home,500,4606
192.168.1.235,PUT,/products,404,3728
192.168.1.88,PUT,/cart,200,2794
192.168.1.148,PUT,/login,404,2104
192.168.1.49,POST,/home,200,2204
192.168.1.100,GET,/cart,200,732
192.168.1.35,GET,/cart,500,4324
192.168.1.142,PUT,/cart,500,1253
192.168.1.133,POST,/home,200,2872
192.168.1.213,GET,/cart,404,369
192.168.1.28,POST,/products,200,2117
192.168.1.200,GET,/cart,404,3981
192.168.1.7,POST,/login,500,215
192.168.1.136,GET,/cart,500,1800
192.168.1.75,POST,/products,500,2445
192.168.1.61,PUT,/cart,200,4519
192.168.1.219,PUT,/products,500,1269
192.168.1.216,GET,/home,200,4403
192.168.1.39,POST,/login,500,2363
192.168.1.116,GET,/home,200,2482
192.168.1.89,PUT,/login,200,3080
192.168.1.241,GET,/login,200,679
192.168.1.19,PUT,/cart,404,4604
192.168.1.17,PUT,/home,200,2610
192.168.1.97,POST,/products,404,4700
192.168.1.83,PUT,/cart,404,1376
192.168.1.53,GET,/products,404,4391
192.168.1.193,GET,/login,404,2462
192.168.1.142,PUT,/home,500,2164
192.168.1.100,POST,/products,200,3485
192.168.1.28,POST,/login,200,3446
192.168.1.244,POST,/products,500,3558
192.168.1.213,POST,/home,200,2339
192.168.1.127,POST,/products,200,4394
192.168.1.59,GET,/products,200,1011
192.168.1.136,POST,/products,404,422
192.168.1.99,GET,/cart,404,437
192.168.1.6,GET,/login,500,2125
192.168.1.179,GET,/home,404,3034
192.168.1.240,PUT,/cart,404,650
192.168.1.227,PUT,/login,200,4945
192.168.1.23,GET,/cart,200,2864
192.168.1.157,PUT,/home,404,3120
192.168.1.64,PUT,/products,500,4435
192.168.1.28,POST,/products,404,4160
192.168.1.43,GET,/cart,404,669
192.168.1.233,POST,/products,200,1670
192.168.1.180,GET,/login,200,2726
192.168.1.249,POST,/products,404,4870
192.168.1.164,POST,/products,200,3864
192.168.1.135,POST,/products,404,434
192.168.1.48,GET,/cart,200,2931
192.168.1.162,GET,/home,200,1130
192.168.1.181,POST,/home,200,1472
192.168.1.80,PUT,/home,200,3122
192.168.1.110,GET,/login,200,2496
192.168.1.4,POST,/login,500,1925
192.168.1.76,POST,/login,200,750
192.168.1.158,GET,/products,200,3169
192.168.1.147,PUT,/home,200,1881
192.168.1.31,POST,/cart,200,251
192.168.1.181,GET,/login,500,1327
192.168.1.14,PUT,/login,200,3333
192.168.1.58,GET,/login,404,4569
192.168.1.89,POST,/products,404,3687
192.168.1.35,GET,/cart,200,868
192.168.1.153,POST,/login,200,1998
192.168.1.239,POST,/login,200,3724
192.168.1.238,PUT,/cart,500,3989
192.168.1.170,PUT,/login,200,4416
192.168.1.154,GET,/products,404,4810
192.168.1.153,GET,/products,404,3870
192.168.1.150,GET,/login,200,2274
192.168.1.102,POST,/home,200,4132
192.168.1.200,PUT,/products,200,4801
192.168.1.249,POST,/products,200,3434
192.168.1.30,PUT,/login,200,2179
192.168.1.74,POST,/products,200,3829
192.168.1.198,POST,/home,404,3361
192.168.1.89,POST,/login,200,2606
192.168.1.160,PUT,/login,500,2124
192.168.1.47,GET,/products,200,3301
192.168.1.223,PUT,/cart,200,4959
192.168.1.80,GET,/home,200,3629
192.168.1.53,PUT,/login,200,4596
192.168.1.76,PUT,/login,200,3103
192.168.1.126,POST,/cart,200,255
192.168.1.85,POST,/login,404,1402
192.168.1.120,GET,/login,500,1665
192.168.1.191,PUT,/cart,500,4347
192.168.1.119,POST,/cart,500,2097
192.168.1.150,PUT,/home,200,4483
192.168.1.253,PUT,/login,404,4857
192.168.1.103,POST,/home,200,792
192.168.1.178,GET,/home,404,893
192.168.1.254,GET,/cart,200,2061
192.168.1.80,GET,/login,200,2762
192.168.1.14,GET,/login,500,347
192.168.1.57,PUT,/cart,404,582
192.168.1.98,PUT,/login,200,887
192.168.1.90,PUT,/login,200,1763
192.168.1.213,PUT,/cart,200,1687
192.168.1.134,POST,/login,200,1541
192.168.1.182,POST,/home,200,2910
192.168.1.97,POST,/products,200,270
192.168.1.218,POST,/login,500,2202
192.168.1.34,PUT,/cart,500,208
192.168.1.176,POST,/products,200,1059
192.168.1.79,POST,/home,200,1745
192.168.1.21,PUT,/cart,404,3185
192.168.1.101,POST,/home,200,4674
192.168.1.55,POST,/products,200,2978
192.168.1.45,GET,/login,200,3585
192.168.1.178,PUT,/products,404,2790
192.168.1.47,GET,/cart,500,3999
192.168.1.94,PUT,/login,500,641
192.168.1.19,PUT,/products,200,2740
192.168.1.52,POST,/login,404,1066
192.168.1.201,PUT,/products,200,3393
192.168.1.117,PUT,/cart,200,763
192.168.1.156,GET,/home,200,4770
192.168.1.99,PUT,/cart,200,2405
192.168.1.40,POST,/cart,200,2532
192.168.1.54,GET,/login,404,3275
192.168.1.61,PUT,/products,200,2820
192.168.1.160,PUT,/cart,200,1758
192.168.1.101,POST,/login,200,2000
192.168.1.194,PUT,/login,200,4378
192.168.1.102,GET,/home,200,1967
192.168.1.42,POST,/home,200,3378
192.168.1.131,GET,/cart,200,4682
192.168.1.231,PUT,/cart,404,993
192.168.1.164,POST,/login,500,3496
192.168.1.131,POST,/login,200,1470
192.168.1.171,PUT,/login,500,2606
192.168.1.125,POST,/products,200,327
192.168.1.112,GET,/cart,200,2594
192.168.1.11,PUT,/cart,200,4351
192.168.1.212,GET,/login,500,4398
192.168.1.124,GET,/products,200,1231
192.168.1.99,PUT,/cart,200,4856
192.168.1.188,POST,/cart,500,332
192.168.1.38,PUT,/login,200,1167
192.168.1.197,PUT,/login,200,2849
192.168.1.97,PUT,/products,200,2076
192.168.1.180,PUT,/products,200,3817
192.168.1.163,PUT,/home,500,2798
192.168.1.4,GET,/cart,200,1671
192.168.1.253,PUT,/cart,200,4459
192.168.1.21,POST,/cart,500,2315
192.168.1.52,POST,/products,500,2117
192.168.1.31,PUT,/cart,200,4010
